source_name,title,source_url,category,announcement_type,publication_date,animal_type,pet_name,region,city,reward,description
alertuj-ogloszenia.pl,ZAGINĘŁA KOTKA DANGO,https://alertuj-ogloszenia.pl/listing/zaginela-kotka-dango/,Zaginął Kotek,Zaginione,2026-03-18,Kot,Dango,mazowieckie,Otwock,,"12.03 w czwartek przy ulicy Podleśnej w Otwocku zaginęła nasza kotka Dango. Ma ok 7 lat, jest płochliwa, reaguje na imię ale nie podchodzi do nieznajomych. Jest dużym kotem, waży ok 6 kilo. Jeżeli ją zauważysz, proszę nie próbuj jej wołać ani łapać. Zadzwoń do mnie, numer: Albo mojej mamy: Prosimy o pomoc, Dango trafiła do Nas z ulicy jako ok roczny kociak. Zawsze kręciła się w okolicy domu, wracała na każdy posiłek i wieczorem spać. Jeżeli ją zauważysz, zadzwoń, pojawimy się w ciągu 5 minut"
alertuj-ogloszenia.pl,Zaginął piesek Shih tzu,https://alertuj-ogloszenia.pl/listing/zaginal-piesek-shih-tzu/,Zaginął Piesek,Zaginione,2026-03-17,Pies,Puszek,śląskie,Czarny Las śląskie,,11.03.2026 w godzinach dopołudniowych Shih tzu wabi się Puszek. Miał obroże w kolorze seledynowym/pistacjowym. Jeśli ktokolwiek go widział lub podobnego pieska bardzo proszę o telefon .
alertuj-ogloszenia.pl,Zaginął Border Collie,https://alertuj-ogloszenia.pl/listing/zaginal-border-collie/,Zaginął Piesek,Zaginione,2026-03-16,Pies,Dafi,dolnośląskie,Lubin,,W dniu 14.03.2026 uciekł pies rasy Border Colie z działek ROD Biedronka od strony ulicy Gajowej w Lubinie (okolice parku leśnego). Wabi się Dafi. Jeżeli ktoś widział proszę o kontakt pod numerem . Była widziana w okolicach cmentarza w Raszowej
alertuj-ogloszenia.pl,Zaginął nasz kocurek Mieszko,https://alertuj-ogloszenia.pl/listing/zaginal-nasz-kocurek-mieszko/,Zaginął Kotek,Zaginione,2026-03-16,Kot,Mieszko,łódzkie,Aleksandrów Łódzki,1 000 PLN,Nagroda 1 000 PLN Zaginął 09.03.2026 w centrum miasta Aleksandrów Łódzki. Wabi się Mieszko. Kastrat wychodzący. Nie ma czipa. Ma 2 latka.
alertuj-ogloszenia.pl,Zaginął szczeniak Pudel Toy Valentino,https://alertuj-ogloszenia.pl/listing/zaginal-szczeniak-pudel-toy-valentino/,Zaginął Piesek,Zaginione,2026-03-16,Pies,Valentino,podkarpackie,Hermanowa,4 000 PLN,"Nagroda 4 000 PLN 15.03.2026r. w lesie w Hermanowej zaginął pies widoczny na zdjęciu. Reaguje na imię Valentino. Prosimy o czujność. Jeśli ktoś zna losy pieska, zabezpieczył go lub widział proszony jest o kontakt z Opiekunem tel. . Nagroda 4000zł"
alertuj-ogloszenia.pl,Zaginęła Zera owczarek,https://alertuj-ogloszenia.pl/listing/zaginela-zera-owczarek/,Zaginął Piesek,Zaginione,2026-03-15,Pies,Zera,świętokrzyskie,Kazimierza Wielka,10 000 PLN,Nagroda 10 000 PLN Dziś w nocy zaginęła Zera. Kamieńczyce i okolice. Powiat Kazimierza Wielka Martwimy się o nią proszę o wszelką pomoc wskazówki w odnalezieniu.
alertuj-ogloszenia.pl,ZAGINĘŁA KOTKA MALINA,https://alertuj-ogloszenia.pl/listing/zaginela-kotka-malina/,Zaginął Kotek,Zaginione,2026-03-15,Kot,MALINA,podkarpackie,Dębica,5 000 PLN,"Nagroda 5 000 PLN Dnia 11 marca 2026r. ok. godz. 11 w okolicy ogródków działkowych na Oś. Słonecznym w Dębicy wymknęła się przez balkon. Malina jest kotem niewychodzącym, nie zna terenu,jest przestraszona.Mogła wejść pod maskę samochodu i przemieścić się..Bardzo proszę o pomoc w odnalezieniu. Tęsknimy!!!"
alertuj-ogloszenia.pl,Zaginął kotek Baks,https://alertuj-ogloszenia.pl/listing/zaginal-kotek-baks/,Zaginął Kotek,Zaginione,2026-03-15,Kot,Baks,mazowieckie,Rybie ul. Środkowa,300 PLN,Nagroda 300 PLN Kotek ma 2 lata czarno biały. Ma czarną bródkę.
alertuj-ogloszenia.pl,Zaginął pies Merfi,https://alertuj-ogloszenia.pl/listing/zaginal-pies-merfi/,Zaginął Piesek,Zaginione,2026-03-15,Pies,Merfi,mazowieckie,Łaskarzew,,"Witam serdecznie! Zaginął pies, Buldog Francuski ciemnej maści z krawatem, w okolicy Wanaty, Lewików, Dąbrowa, Wola Łaskarzewska. Piesek jest zaczipowany posiada obrożę w stylu łańcucha.Gdyby ktoś widział, bądź wiedział gdzie może się znajdować proszę niezwłocznie o kontakt na numer , z góry dziękuję."
alertuj-ogloszenia.pl,Zaginął pies Brutus,https://alertuj-ogloszenia.pl/listing/zaginal-pies-brutus/,Zaginął Piesek,Zaginione,2026-03-14,Pies,Brutus,śląskie,Żywiec,Tak,"11 luty w gminie Lipowa koło Żywca zaginął pies brązowy, średniej wielkości mieszaniec z posokowcem 10-latek Brutus. Pies ma czarną obrożę i biały krawat. Tęskni za nim jego mama Dejzi. Jeżeli widzi ten post osoba, która przygarnęła naszego psa, prosimy o oddanie. Dla znalazcy przewidziana nagroda pieniężna"
alertuj-ogloszenia.pl,Zaginęła kotka Roxi,https://alertuj-ogloszenia.pl/listing/zaginela-kotka-roxi/,Zaginął Kotek,Zaginione,2026-03-14,Kot,Roxi,dolnośląskie,Wrocław,,"11.03.26 wieczorem zaginęła kotka trikolorka, płochliwa wykastrowna, raczej szczupłej budowy, 3 letnia. Proszę o wszelkie informacje pod nr tel"
alertuj-ogloszenia.pl,Zaginęła mała chihuahua Mimi,https://alertuj-ogloszenia.pl/listing/zaginela-mala-chihuahua-mimi/,Zaginął Piesek,Zaginione,2026-03-14,Pies,Mimi,pomorskie,Lębork,100 PLN,"Nagroda 100 PLN 13.03.2026 , zaginęła około godz. 17:00, nad jeziorem Lubowidz, koło Lębork, pobiegła z plaży ZWAR w stronę wioski, ale może być wszędzie. Piesek strachliwy, boi się innych psów. Na szyi ma czerwona obrożę w drobne kryształki oraz założone żółte szelki. Ktokolwiek widział takiego pieska proszę o pilny kontakt pod nr tel."
alertuj-ogloszenia.pl,Zaginął nasz ukochany PIES Max,https://alertuj-ogloszenia.pl/listing/zaginal-nasz-ukochany-pies-max/,Zaginął Piesek,Zaginione,2026-03-14,Pies,Max,warmińsko-mazurskie,Szczytno,1 000 PLN,"Nagroda 1 000 PLN Pies jest spokojny, niegrozńy,"
alertuj-ogloszenia.pl,Zaginęła kotka tricolor Wrocław,https://alertuj-ogloszenia.pl/listing/zaginela-kotka-tricolor-wroclaw/,Zaginął Kotek,Zaginione,2026-03-14,Kot,Pola,dolnośląskie,Wrocław,Tak,"We Wrocławiu w poniedziałek w nocy z 9/10 marca zaginęła kotka Pola. Zniknęła z osiedla przy ul. Piwnika Ponurego w dzielnicy Psie Pole. Tricolorka, miała założona szara obrożę na kleszcze. Nie jest bardzo ufna do ludzi ale czasem reaguje na imię. Proszę o kontakt w wypadku zauważenia tel. . Dla znalazcy przewidziana wysoka nagroda."
